lon,lat,time
18.709496000001053,54.1780540000023,27.16
18.709495199998692,54.17805969999736,27.2
18.709494800000957,54.17806510000288,27.24
18.7094947999987,54.178070599997035,27.28
18.709495400000772,54.17807610000295,27.32
18.709495999999234,54.17808159999706,27.36
18.709497000000415,54.17808710000293,27.4
18.709498499999146,54.17809259999708,27.44
18.709500300000585,54.178098100002906,27.48
18.70950209999942,54.17810349999719,27.52
18.7095047999998,54.1781089000028,27.56
18.709507899999853,54.17811409999739,27.6
18.709511299999882,54.1781193000026,27.64
18.70951519999968,54.17812439999749,27.68
18.70951949999997,54.17812940000259,27.72
18.709523899999944,54.178134399997425,27.76
18.709528799999624,54.17813930000265,27.8
18.709534599999593,54.17814399999754,27.84
18.70954050000032,54.178148800002376,27.88
18.709546099999944,54.17815369999755,27.92
18.70955219999962,54.17815850000253,27.96
18.70955860000012,54.17816299999774,28.0
18.709565299999625,54.17816740000234,28.04
18.70957249999994,54.17817179999768,28.08
18.709580699999186,54.1781761000024,28.12
18.709588700000985,54.178180199997776,28.16
18.709596899998846,54.17818410000239,28.2
18.709605300000977,54.178188099997534,28.24
18.709614199998594,54.178191700002806,28.28
18.70962380000079,54.17819489999756,28.32
18.709633399999213,54.17819810000244,28.36
18.709643000000785,54.17820089999792,28.4
18.70965279999904,54.17820340000233,28.44
18.709663000000607,54.17820569999785,28.48
18.709673199999397,54.17820800000214,28.52
18.7096834000006,54.17821039999777,28.56
18.709693799999226,54.17821290000212,28.6
18.709704400000597,54.178215299997966,28.64
18.70971509999932,54.17821790000185,28.68
18.70972590000059,54.178220399998246,28.72
18.709737099999064,54.17822260000201,28.76
18.709748600000673,54.178224799998,28.8
18.709759899999504,54.17822690000208,28.84
18.70977150000023,54.17822899999793,28.88
18.709783299999597,54.17823090000224,28.92
18.70979480000067,54.17823299999759,28.96
18.70980669999899,54.17823520000231,29.0
18.709818600001007,54.1782373999977,29.04
18.709830499998994,54.17823940000247,29.08
18.70984260000083,54.17824169999728,29.12
18.709854699999177,54.17824370000297,29.16
18.70986670000091,54.17824599999678,29.2
18.709878799999007,54.178248200003296,29.24
18.7098910000009,54.17825039999672,29.28
18.709902999999276,54.1782528000031,29.32
18.70991500000072,54.17825519999692,29.36
18.709926799999458,54.17825790000281,29.4
18.70993860000054,54.17826069999711,29.44
18.709949999999807,54.17826370000271,29.48
18.70996169999993,54.17826669999731,29.52
18.70997300000042,54.178269900002505,29.56
18.70998419999967,54.17827329999732,29.6
18.709995200000506,54.17827660000275,29.64
18.710006199999494,54.178280199997,29.68
18.710017300000416,54.178283800002994,29.72
18.710028299999674,54.17828759999684,29.76
18.71003950000015,54.17829160000297,29.8
18.710050300000198,54.17829559999704,29.84
18.710061099999802,54.178300300002334,29.88
18.71007150000055,54.17830509999759,29.92
18.710081499999806,54.17831000000232,29.96
18.710091300000368,54.17831479999778,30.0
18.710101499999283,54.17832020000169,30.04
18.710111100001235,54.17832559999832,30.08
18.710120999998505,54.178331300001425,30.12
18.71012950000271,54.178337299998326,30.16
18.710137699997563,54.17834330000167,30.2
18.710145700002606,54.17834969999799,30.24
18.710153599997494,54.17835620000192,30.28
18.71016080000311,54.17836289999792,30.32
18.71016749999734,54.17836970000199,30.36
18.71017420000265,54.17837689999767,30.4
18.710180299997884,54.178384100002326,30.44
18.71018640000211,54.17839149999751,30.48
18.710192399997986,54.1783991000023,30.52
18.710198000002354,54.17840659999779,30.56
18.71020339999783,54.17841410000219,30.6
18.71020840000251,54.178421799997636,30.64
18.710212799998022,54.17842950000236,30.68
18.71021720000197,54.17843739999748,30.72
18.710220899998646,54.17844550000234,30.76
18.710224400001525,54.17845349999776,30.8
18.710227699998658,54.178461600002144,30.84
18.710230700001603,54.178469899997694,30.88
18.71023349999858,54.178478400002135,30.92
18.710236400001328,54.17848689999788,30.96
18.71023909999885,54.17849540000211,31.0
18.710241700001234,54.1785038999979,31.04
18.710243999999033,54.17851260000192,31.08
18.710246100001136,54.178521399998,31.12
18.71024829999878,54.178530100002085,31.16
18.71025020000148,54.17853899999775,31.2
18.710251699998878,54.17854780000233,31.24
18.710253300001032,54.17855669999759,31.28
18.710254599999235,54.178565500002485,31.32
18.710255900000764,54.17857449999735,31.36
18.71025709999933,54.178583600002554,31.4
18.710257800001106,54.17859279999737,31.44
18.71025859999881,54.178601800002795,31.48
18.710259300001272,54.17861089999713,31.52
18.710260099998646,54.17862020000268,31.56
18.710260700001523,54.17862959999724,31.6
18.710261399998394,54.17863880000293,31.64
18.710262200001512,54.17864799999708,31.68
18.710262699998758,54.17865720000291,31.72
18.710263000001415,54.1786662999972,31.76
18.71026359999833,54.1786754000028,31.8
